ID	Length	String
STR_TIP_HEALTH	172	<text>text="气血" font=65 </text><text>text="\\\n你现在拥有的气血值，当这个值为零的时候，你就会重伤，战斗不能。当你不在战斗状态超过5秒，这个值会慢慢恢复。" font=106 </text>
STR_TIP_MANA	170	<text>text="内力" font=65 </text><text>text="\\\n你现在拥有的内力值，你需要使用内力值来使用你的招式。如果你不在施放招式状态超过5秒，这个值就会慢慢恢复。" font=106 </text>
STR_TIP_RAGE	166	<text>text="剑气" font=65 </text><text>text="\\\n你现在拥有的剑气值，你需要使用剑气值来使用你的招式。如果你不在运气状态超过5秒，这个值就会慢慢恢复。" font=106 </text>
STR_TIP_EXP	161	<text>text="阅历" font=65 </text><text>text="\\\n你目前拥有的阅历和你升到下一级所需要的阅历。你可以在界面设置中决定是否需要将数值直接显示出来。" font=106 </text>
STR_TIP_JING	87	<text>text="精" font=65 </text><text>text="\\\n表示你的双倍阅历时间。" font=106 </text>
STR_TIP_QI	87	<text>text="气" font=65 </text><text>text="\\\n表示你的双倍内功时间。" font=106 </text>
STR_TIP_SHEN	153	<text>text="神" font=65 </text><text>text="\\\n你的技艺修炼和快速传送需要消耗这个值，当这个值为零时，你将不能进行技艺和快速传送的操作。" font=106 </text>
STR_TIP_STRENGTH	103	<text>text="力量" font=65 </text><text>text="\\\n你力气的大小，提高你的外功攻击能力。" font=106 </text>
STR_TIP_AGILITY	115	<text>text="身法" font=65 </text><text>text="\\\n你的敏捷程度，提高你的闪避和外功会心一击的几率。" font=106 </text>
STR_TIP_VIGOR	101	<text>text="体质" font=65 </text><text>text="\\\n你的健康状况，提高你的最大气血值。" font=106 </text>
STR_TIP_SPIRIT	131	<text>text="根骨" font=65 </text><text>text="\\\n你的内力多少，提高你的最大内力值，提高内功和毒的会心一击的几率。" font=106 </text>
STR_TIP_JINSHEN	129	<text>text="元气" font=65 </text><text>text="\\\n你的恢复能力，提高你的气血和内力回复速度，提高你的内功攻击力。" font=106 </text>
STR_TIP_INTELLECT	81	<text>text="智力" font=65 </text><text>text="\\\n你的学习能力。" font=106 </text>
STR_TIP_FASCINATION	99	<text>text="魅力" font=65 </text><text>text="\\\n你对特定女性门派技艺的学习能力。" font=106 </text>
STR_TIP_PHYSICDAMAGE	113	<text>text="外功攻击力" font=65 </text><text>text="\\\n你用外功攻击的战斗力，提高你的外功伤害。" font=106 </text>
STR_TIP_SPUNKDAMAGE	141	<text>text="内功攻击力" font=65 </text><text>text="\\\n你用内功攻击敌人的战斗力，提高你的内功（阳性、阴性、中性全部）伤害。" font=106 </text>
STR_TIP_PHYSICDEFENCE	103	<text>text="外功防御力" font=65 </text><text>text="\\\n提高你抵御敌人外功攻击的能力。" font=106 </text>
STR_TIP_SOLORDEFENCE	111	<text>text="阳性内功防御力" font=65 </text><text>text="\\\n提高你抵御敌人阳性内功攻击的能力。" font=106 </text>
STR_TIP_NEUTRALDEFENCE	111	<text>text="中性内功防御力" font=65 </text><text>text="\\\n提高你抵御敌人阳性内功攻击的能力。" font=106 </text>
STR_TIP_LUNARDEFENCE	111	<text>text="阴性内功防御力" font=65 </text><text>text="\\\n提高你抵御敌人阳性内功攻击的能力。" font=106 </text>
STR_TIP_POSIODEFENCE	111	<text>text="毒性内功防御力" font=65 </text><text>text="\\\n提高你抵御敌人阳性内功攻击的能力。" font=106 </text>
STR_TITLE_REPUTATION	4	声望
STR_REPUTATION_FORCE	4	势力
STR_TITLE_REPULEVEL	8	声望等级
STR_TIP_FORCEBAR	66	声望条越偏右，你在该势力中的声望就越高。声望从低到高分为多个级别。
STR_TIP_ATTACKCONTROL	66	勾选所选势力后的框，表示你视这个势力的人为敌方，可以主动进行攻击。
STR_TIP_FORCENAME	74	在势力名称上单击右键，可以对这个势力进行操作，包括将它移到不常用势力组中。
STR_TIP_FORCE_CJ	361	<text>text="藏剑山庄" font=65 </text><text>text="\\\n江南新近崛起的世家，以令人惊诧的速度名列四大世家，乃是江南名侠“一叶知秋”叶孟秋一手创立的剑术名门。叶孟秋膝下数子皆以高超的剑技名动江湖。\n叶氏一族掌握着高超的兵刃锻造技艺，江湖中许多优质的武器都出自这里，十年一会的“名剑大会”，预示了一把把神剑的出世，这令西子湖畔成为天下剑士的向往之地。" font=106 </text>
STR_TIP_FORCE_CY	263	<text>text="纯阳派" font=65 </text><text>text="\\\n注重心境修炼的道门，纯阳派立派于华山南峰纯阳宫，乃是纯阳祖师吕洞宾所创。\n纯阳弟子修习结合炼气凝神的内家剑术，大唐玄宗李隆基被吕洞宾收为记名弟子，一时间纯阳显赫无比，乃是大唐向道之人心中的圣地。" font=106 </text>
STR_TIP_FORCE_GB	263	<text>text="丐帮" font=65 </text><text>text="\\\n笑傲江湖的“天下第一大帮”。一股源自社会底层的中坚力量，帮中弟子多数有着令人为之侧目的激昂热血。他们坚守“达则兼济天下，穷则独善其身”的处世理念。刚强不弯，守正驱邪，这是多数江湖中人对丐帮的评价。" font=106 </text>
STR_TIP_FORCE_MJ	485	<text>text="明教" font=65 </text><text>text="\\\n明教是发源自波斯琐罗亚斯德教派的教派，因教中众多文化来自异域，许多行为被中原武林大力排斥。\n在中原武林历史上，曾经有过一段明教扫荡武林的辉煌时代，他们甚至壮大到要与朝廷公然对抗，这最终引起了皇族联合武林对明教的大力打压，明教在中原的势力因而烟消云散。\n数年来，明教在西域修养生息，伤患已然痊愈，如今，明教即将在创教教主陆危楼的统帅下重返中原。面对曾经给予他们巨创的大唐王朝和中原武林，明教的逆袭必将掀起一个动荡的时代。" font=106 </text>
STR_TIP_FORCE_QX	289	<text>text="七秀坊" font=65 </text><text>text="\\\n七秀坊乃是公孙大娘所创，杜甫有诗云“昔有佳人公孙氏，一舞剑器动四方”，所言便是七秀一脉名动天下的剑舞之技，七秀坊乃唐中宗李显亲自赠送，达官显贵、文人墨客汇集于斯，更与青岩万花、千岛长歌并称天下三大风雅之地，可谓声名显赫。" font=106 </text>
STR_TIP_FORCE_SL	169	<text>text="少林寺" font=65 </text><text>text="\\\n少林寺建寺两百余载，寺中武学经历数代高僧洗练，去腐除陈，已然精炼无比，素来享有天下武学出少林之盛誉。" font=106 </text>
STR_TIP_FORCE_TC	473	<text>text="天策府" font=65 </text><text>text="\\\n“东都之狼”天策府是唐太宗李世民身为秦王时所设立的组织。\n大唐武德四年，李世民以右领军大都督的身份带领大军攻下洛阳，击败王世充、窦建德联军。李世民因战功显赫而名声大振，唐高祖命他掌握东部平原文、武两方面的大权，封李世民为天策上将，并且允许他在洛阳开府——天策府。\n天策府随着李世民的上台逐渐成为机密机关，负责与江湖牵涉较多的事宜。虽然经过武周一代的极力打压，天策府还是成为大唐王朝在江湖上的一支秘密代表。" font=106 </text>
STR_TIP_FORCE_TM	380	<text>text="唐门" font=65 </text><text>text="\\\n江湖中最为神秘的家族，天下四大世家之一。\n在江湖人的心中，冰冷的唐门暗器更多昭示了唐家子弟的辣手无情，而唐门刺客更代表着天下最强的杀手组织。\n虽然唐门在数年前“枫华谷惨案”之中折损惨重，但百足之虫，死而不僵，近年来，唐门行事并未收敛，反而更加凌厉。 这个盘踞蜀中的巨大家族在掌门唐傲天的统领下散发出更为森冷的气氛。" font=106 </text>
STR_TIP_FORCE_WD	311	<text>text="五毒" font=65 </text><text>text="\\\n对于中原武林来说，五毒永远是一个最为神秘的门派，他们自给自足，一般很少涉足中原。但是一旦惹是上他们，五毒教将会对之追杀至天涯海角，除了一死百了，别无他法，再加上五毒难以解释的施毒之术，常常杀人于无形之中，五毒成为武林人士最为不愿招惹的门派之一。" font=106 </text>
STR_TIP_FORCE_WH	483	<text>text="万花谷" font=65 </text><text>text="\\\n万花谷坐落在群山之中，需要穿过一条秘密隧道才能到达。现任谷主东方宇轩游历到此地后觉得风景优美，环境适宜，决定在这里隐居。东方宇轩建立万花谷后，常常邀请社会名流、武林高手到万花谷中下棋品茗，饮酒弹琴。久而久之，万花谷竟成为江湖上第一风雅之地，许多厌倦了武林生活，官场险恶的名士们纷纷选择到万花谷隐居。万花谷之名盛，几乎可以和当时的长歌门相提并论。以说是三教九流聚集之地，各种奇人异士都可以在万花谷找到自己的容身之地。" font=106 </text>
STR_TIP_FORCE_BD	317	<text>text="霸刀山庄" font=65 </text><text>text="\\\n霸刀山庄位列四大世家之一，它的历史相当悠久，在藏剑山庄崛起之前，一向是足堪与唐门分庭抗礼的一大势力。霸刀山庄每隔十年举办的一次扬刀大会，历次都会吸引众多的豪杰英雄前往，可谓风光无限，霸刀山庄绝学“霸王刀法”在当年的柳五公子手上使出，更是所向披靡。" font=106 </text>
STR_TIP_FORCE_BJ	233	<text>text="镖局联盟" font=65 </text><text>text="\\\n为了对抗十二连环坞的威胁，以京畿最大镖局镇威镖局为牵头，成立了全国十五道镖局联盟，联盟日渐稳固，如今全国十五道镖局联盟的镖已然可以很容易地平安前往全国的各个角落。" font=106 </text>
STR_TIP_FORCE_CG	353	<text>text="长歌门" font=65 </text><text>text="\\\n长歌门创立于武德六年。杨子敬在浙江千岛湖建立“相知山庄”。千岛湖风景美不胜收，在杨子敬引导之下，渐成天下文人墨客集会所在。\n他们渐渐地自成一个门派，取“长歌击剑”的儒侠情怀，自称“长歌门下士”，后来时日渐久，千岛湖上知名之士层出不穷，渐与青岩万花谷、扬州七秀坊并称为天下三大风雅之地。" font=106 </text>
STR_TIP_FORCE_DY	183	<text>text="东瀛倭寇" font=65 </text><text>text="\\\n来自东瀛的这群倭寇由浪人、武士、忍者、阴阳师等职业组成，他们自东瀛乘船渡海，原来中原，很少人知晓他们的真正目的。" font=106 </text>
STR_TIP_FORCE_ER	385	<text>text="恶人谷" font=65 </text><text>text="\\\n一入此谷，永不受苦。 \n恶人谷起初只是收容一些在逃的刑犯，或者是被仇家追杀无路可逃者。但是渐渐的，随着收容的恶人愈来愈多，恶人谷的势力一发而不可收拾，已经成为江湖上最大的一股邪恶力量，他们并不需要一统江湖什么虚幻的目的，他们只求自由自在，为所欲为。 自从十大恶人相继入谷，恶人谷气焰大炽，只有浩气盟才能够稍稍遏制他们。" font=106 </text>
STR_TIP_FORCE_HQ	395	<text>text="浩气盟" font=65 </text><text>text="\\\n大唐开元二十年，八大门派强攻恶人谷败北，各派元气大伤，损失惨重。\n各大门派对于这股悄然而起的邪派势力感到岌岌可危。武林中有识之士深感单凭各门各派或者短暂的联军很难消灭恶人谷的，是以由天策首倡，各派派出精英，联合起来成立了浩气盟。\n浩气盟不是门派，也不是帮会，然而正是因为浩气盟的存在，各大门派得到全息之机，恶人谷方才遭到遏制。" font=106 </text>
STR_TIP_FORCE_HY	213	<text>text="红衣教" font=65 </text><text>text="\\\n红衣教原名阿萨辛教，乃是传自波斯的一个宗教。\n“光明寺之战”以后，伴随着明教的大举西迁，同样的信仰使得红衣教接纳了大批普通的信徒，实力急剧扩大。" font=106 </text>
STR_TIP_FORCE_JS	421	<text>text="僵尸教" font=65 </text><text>text="\\\n有这么一群人，他们称自己为塔纳（苗语：回忆之意），之所以这么叫，是因为他们是一群靠着回忆来支撑自己的人，他们身体是诡异的蓝绿色，有股奇怪的药物味道，生命更是无时无刻在死亡边缘徘徊，如果没有了回忆，他们知道自己最终也会变成天一教手中那些行尸走肉般的僵尸一个样子。但是也正因为有了回忆，他们才会对现在的一切感到怨恨，感到老天的不公，所以他们要报复，要复仇。" font=106 </text>
STR_TIP_FORCE_KL	459	<text>text="昆仑派" font=65 </text><text>text="\\\n昆仑派位于昆仑山之中，据昆仑典籍记载，昆仑派源于西晋太康年间，晋武帝即位后，为求使得西晋得到安定与复苏，对当世的武学之士实施了严厉的打击，凡不能为当朝所用者皆予以铲除，其中一批武学精强之士血战后杀出围剿，逃逸到昆仑山中，众人经历惨变，都觉世态炎凉，心灰意冷，决心不再踏入江湖，从此安居于此，钻研武学，研究升仙之道。偶然有人下山探看，却见战乱频仍，众人重返江湖之心终于止息。昆仑一脉由是而生。" font=106 </text>
STR_TIP_FORCE_LY	331	<text>text="狼牙军" font=65 </text><text>text="\\\n天宝四年，安禄山暗中花费巨资，在范阳外的狼山建立规模巨大的狼牙堡。\n为了不惊动中原武林，安禄山利用重金和各种手段从突厥、契丹、奚、回纥、仆固、新罗、百济、高句丽、室韦、鲜卑、渤海、黑水靺鞨、九蕃胡外族国家招揽了一大批奇人异士、豪杰巨寇，号称八千假子，以狼牙名之。" font=106 </text>
STR_TIP_FORCE_PL	223	<text>text="蓬莱方家" font=65 </text><text>text="\\\n东海广阔无垠，传言有仙山三座，是为蓬莱、方丈、瀛洲，乃是仙人居所，亦是传说中秦始皇东寻求药、汉武帝御驾访仙之地。蓬莱方家，世居东海蓬莱岛，不为世人所知。" font=106 </text>
STR_TIP_FORCE_SC	257	<text>text="神策军" font=65 </text><text>text="\\\n太宗之后，高宗软弱无能，武则天为了打压一门心思忠于李唐江山的天策府，暗中派武三思在朝野内外寻找可以利用的军队，郁郁不得志的神策军与武三思一拍即合。在寂寞中沉寂了多年的神策终于看到了希望……" font=106 </text>
STR_TIP_FORCE_SE	177	<text>text="十二连环坞" font=65 </text><text>text="\\\n十二连环坞便是大唐最大的数股贼匪力量结成的坚固同盟，他们划地分金，四出劫掠，每日过的便是刀头舔血的生涯。" font=106 </text>
STR_TIP_FORCE_TY	255	<text>text="天一教" font=65 </text><text>text="\\\n大唐天宝二年，五毒教右长老乌蒙贵为获教教主之位，携女儿五毒教灵蛇使玛索发动叛乱，被右长老艾黎镇压成功，乌蒙贵不得不率领自己的部下逃出五毒，五毒教从此分裂，乌蒙贵僻处南疆，自立一支天一教。" font=106 </text>
STR_TIP_FORCE_TZ	349	<text>text="天竺迦兰僧" font=65 </text><text>text="\\\n杨国忠，杨国忠为打压与天策府关系密切的少林寺，上旨请玄宗迎菩提会入朝，菩提会在中土终于有了属于自己的立足寺院，他们将寺院取名为“战宝迦兰”以纪念天竺总教，在与少林的斗争当中，他们多数人失去了自己的修养和立场，开始施展卑劣的手段以达成目的，中原武林中人多称他们为“天竺迦兰僧”。" font=106 </text>
STR_TIP_FORCE_XK	249	<text>text="侠客岛" font=65 </text><text>text="\\\n东海侠客岛，乃是当年纵横中原的“天下第一“方乾隐居之所，方乾自从天子峰一战剑圣败北之后，从此誓言不出东海，隐居此岛，岛上机关遍布，处处危机，方乾侠踪在此，江湖中人却是从此无缘得见。" font=106 </text>
STR_TIP_FORCE_YY	305	<text>text="隐元会" font=65 </text><text>text="\\\n据说天下没有隐元会不知之事，只是他人若想从隐元会门下知晓，定要付出相当的代价。隐元会门下弟子踪迹遍及九州，然而从未有人能够查探出他们的首领和总部究竟立足何方，他们看似松散，实则组织严密无比，而从他们口中得知的消息往往万斤难求，珍贵无比。" font=106 </text>
STR_TIP_FORCE_ZT	133	<text>text="中条一刀流" font=65 </text><text>text="\\\n来自东瀛的神秘流派，剑招凶狠，下手毒辣，与中原武术大相径庭。" font=106 </text>
STR_TIP_FORCE_9T	79	<text>text="九天" font=65 </text><text>text="\\\n九天是什么？" font=106 </text>
STR_TITLE_RIDE	4	坐骑
STR_TITLE_BAG	4	背包
STR_TITLE_SKILL	4	武学
STR_SKILL_LEIGONG	4	心法
STR_SKILL_ZHAOSHI	4	武艺
STR_SKILL_PRACTICE	4	修练
STR_SKILLTAB_JC	4	基础
STR_SKILLTAB_JH	4	江湖
STR_SKILLTAB_CJ	4	藏剑
STR_SKILLTAB_CY	4	纯阳
STR_SKILLTAB_GB	4	丐帮
STR_SKILLTAB_MJ	4	明教
STR_SKILLTAB_QX	4	七秀
STR_SKILLTAB_SL	4	少林
STR_SKILLTAB_TC	4	天策
STR_SKILLTAB_TM	4	唐门
STR_SKILLTAB_WD	4	五毒
STR_SKILLTAB_WH	4	万花
STR_TITLE_CRAFT	4	技艺
STR_CRAFT_FX	4	佛学
STR_CRAFT_DX	4	道学
STR_CRAFT_ZJ	4	杂集
STR_CRAFT_READ	4	阅读
STR_CRAFT_READFINISH	8	完成阅读
STR_CRAFT_COPY	4	抄录
STR_CRAFT_COST	18	草纸2,神10,阅读250
STR_CRAFT_MAKE	4	制造
STR_CRAFT_MAKEALL	8	全部制造
STR_TITLE_FRIEND	4	好友
STR_FRIEND_ADDFRIEND	8	添加好友
STR_FRIEND_DELFRIEND	8	删除好友
STR_FRIEND_ADDFRIENDGROUP	8	添加分组
STR_FRIEND_DELFRIENDGROUP	8	删除分组
STR_TITLE_WHO	4	查询
STR_TITLE_PARTY	4	队伍
STR_PARTY_TEAMMATE	4	队友
STR_PARTY_MANAGE	4	管理
STR_PARTY_LOOTMODE	4	分配
STR_PARTY_LOOTLEVEL	9	分配等级:
STR_PARTY_INVITEPARTY	8	邀请组队
STR_PARTY_LEAVEPARTY	8	退出队伍
STR_PARTY_KICK	8	开除队友
STR_PARTY_CHANGE	8	移交队长
STR_FREE_FOR_ALL	8	自由拾取
STR_LEADER_DISTRIBUTE	8	队长分配
STR_PARTY_PICK_UP	8	队伍拾取
STR_EQUIP_GREEN	4	绿色
STR_EQUIP_BLUENESS	4	蓝色
STR_EQUIP_LIGHT_YELLOW	4	紫色
STR_EQUIP_DARK_GLOD	4	桔红
STR_TIP_ADDFRIEND	127	<text>text="添加好友" font=65 </text><text>text="\\\n将一个玩家添加到你的好友名单中，对方并不会知道你的操作。" font=106 </text>
STR_TIP_DELLFRIEND	127	<text>text="删除" font=65 </text><text>text="\\\n将选定的玩家或分组从好友名单上去掉，对方并不会知道你的操作。" font=106 </text>
STR_TIP_ADDFRIENDGROUP	131	<text>text="添加分组" font=65 </text><text>text="\\\n添加一个分组，你可以给这个组命名，并编辑这个组里的好友名单。" font=106 </text>
STR_TIP_DELFRIENDGROUP	14	删除一个分组。
STR_TIP_GROUPNAME	72	右键单击组名，可以对该组进行操作；右键单击好友名单，可以对好友进行操作。
STR_TIP_PARTYLIST	60	在这里可以查看你的队伍成员，以及他们的等级、门派、当前状态。
STR_TIP_PARTYMANAGE	26	在这里可以对队伍进行管理。
STR_TIP_ROLLMODE	28	你所在小队中的物品分配方式。
STR_TIP_ROLLMODE_FREE	54	当怪物死亡时，附近范围内的所有小队成员都有拾取的权利。
STR_TIP_ROLLMODE_PARTY	140	当怪物死亡时，附近范围内的所有小队成员按照轮流的方式获得拾取权利。品质线以下的物品由可拾取的队员获得，等于或高于品质线的物品将进行投点分配。
STR_TIP_ROLLMODE_LEADER	142	当怪物死亡时，附近范围内的所有小队成员按照轮流的方式获得拾取权利。品质线以下的物品由可拾取的队员获得，等于或高于品质线的物品将由队长指定分配。
STR_TIP_ROLLLINE	112	你所在小队中的物品分配品质。低于这个品质的物品分被轮流分配，等于或高于这个品质的物品将按所选的分配方式进行分配。
STR_TIP_ADDTEAMMATE	141	<text>text="邀请组队" font=65 </text><text>text="\\\n邀请一个玩家加入你的队伍，当你没有队伍时，将建立一支以你为队长的队伍。" font=106 </text>
STR_TIP_LEAVEPARTY	89	<text>text="离开队伍" font=65 </text><text>text="\\\n退出你所在的队伍。" font=106 </text>
STR_TIP_RAID	95	<text>text="转化为团队" font=65 </text><text>text="\\\n将你的队伍转化为团队。" font=106 </text>
STR_TIP_KICKTEAMMATE	125	<text>text="开除队友" font=65 </text><text>text="\\\n将指定的玩家从你的队伍名单中去除（队长才有操作权限）。" font=106 </text>
STR_TIP_CHANGELEADER	93	<text>text="移交队长" font=65 </text><text>text="\\\n将队长移交给指定玩家。" font=106 </text>
STR_TIP_ROLL	98	<text>text="需求" font=163 </text><text>text="\\\n我想要这件物品！我要参与分配！" font=106 </text>
STR_TIP_ROLLMINI	94	你可以在下方看到这项物品离结束分配还有多少时间，如果你需要这件物品，请尽快结束其他物品的分配。
STR_TITLE_FACTION	4	帮会
STR_TITLE_QUEST	4	任务
STR_QUEST_ACCEPT	8	接受任务
STR_QUEST_TRACK	4	追踪
STR_QUEST_CANCEL	4	放弃
STR_QUEST_SHARE	4	共享
STR_TIP_SHOWSIGN	16	该任务已被追踪。
STR_TIP_SHOWQUEST	94	将选定任务的任务状况显示在主界面上，以便于你可以随时查看。对已追踪的任务使用这个键将取消追踪。
STR_TIP_DELQUEST	124	取消选定的任务，将其从任务日志中去除。相关任务物品会保留在你的物品栏里，你可以重新去接受这个任务。放弃任务不会给你任何惩罚。
STR_TIP_SHAREQUEST	50	与你的队友共享这个任务，共享时他必须位于你的周围。
STR_MIDDLEMAP_ENTER	12	进入世界地图
STR_MINIMAP_BIGMAP	1	M
STR_MINIMAP_ZOOMIN	1	-
STR_MINIMAP_ZOOMOUT	1	+
STR_TITLE_SHOP	4	商店
STR_SHOP_PAGENUM	5	第1页
STR_SHOP_SALE	4	出售
STR_SHOP_BUYBACK	4	回购
STR_TIP_REPAIR	91	<text>text="修理" font=65 </text><text>text="\\\n修理一件你所指定的物品。" font=106 </text>
STR_TIP_REPAIRALL	97	<text>text="全部修理" font=65 </text><text>text="\\\n修理你身上所有损坏的物品。" font=106 </text>
STR_TITLE_BANK	6	储物箱
STR_BANK_ADD	8	扩展背包
STR_BANK_BUY	36	你确定要购买一个储物格吗，这将消耗：
STR_MAIL_RECEIVE	4	收信
STR_MAIL_SEND	4	寄信
STR_MAIL_RETURN	4	退信
STR_MAIL_DELETE	4	删除
STR_MAIL_FORWARD	8	转发信件
STR_MAIL_REPLY	8	回复信件
STR_MAIL_DELIVER	8	发送信件
STR_MAIL_TO	8	收件人：
STR_MAIL_CTO	6	抄送：
STR_MAIL_STITLE	10	信件主题：
STR_LEARN_HASSTUDY	6	已学会
STR_LEARN_CANTSTUDY	8	不能学习
STR_LEARN_COSTMONEY	9	需要金钱:
STR_LEARN_NEEDLEVEL	9	需要等级:
STR_LEARN_NEEDREPUT	9	需要声望:
STR_LEARN_NEEDEXP	11	需要熟练度:
STR_TITLE_TRADE	4	交易
STR_TRADE_SURE	4	锁定
STR_TITLE_TALK	4	对话
STR_TITLE_LOOT	4	拾取
STR_REVIVE_YES	8	原地复活
STR_REVIVE_NO	10	复活点复活
STR_TITLE_MUSIC	8	声音设置
STR_TIP_VOICESET	36	你可以根据需要在这里调节音乐和音效。
STR_SOUND_SETTING	8	声音设置
STR_MAIN_VOLUME	6	主音量
STR_UI_VOLUME	12	界面音效音量
STR_ERROR_VOLUME	16	错误提示音效音量
STR_SCENE_VOLUME	12	场景音效音量
STR_CH_VOLUME	12	角色音效音量
STR_BG_VOLUME	12	背景音乐音量
STR_SILENCE	4	静音
STR_UISOUND	8	界面音效
STR_ERRORSOUND	8	错误提示
STR_SPEAK	8	角色对话
STR_SCENESOUND	8	场景音效
STR_ROLESOUND	8	角色音效
STR_BGMUSIC	8	背景音乐
STR_BGMUSICLOOP	8	循环播放
STR_VIDEO_SETTING	8	图像设置
STR_TIP_SCREENSET	122	你可以根据需要调节你的图像设置以获得更好的游戏运行效果，它们包括修改你的画面分辨率，更好的抗锯齿效果，更多的光影特效等等。
STR_SCREEN_RESOLUTION	6	分辨率
STR_FULLSCREEN	14	窗口模式最大化
STR_PANAUISION	8	宽屏模式
